lead_id,lead_source,created_date,status,converted_account_id
LEAD-00431,Outbound Prospecting,2023-08-05,Disqualified,
LEAD-00432,Referral,2024-01-04,Open,
LEAD-00433,Partner Channel,2023-04-09,Disqualified,
LEAD-00434,Marketplace Inquiry,2021-02-20,Disqualified,
LEAD-00435,Outbound Prospecting,2022-09-04,Disqualified,
LEAD-00436,Marketplace Inquiry,2021-07-04,Disqualified,
LEAD-00437,Marketplace Inquiry,2023-03-16,Disqualified,
LEAD-00438,Referral,2022-05-12,Disqualified,
LEAD-00439,Referral,2023-05-10,Disqualified,
LEAD-00440,Partner Channel,2022-05-26,Disqualified,
LEAD-00441,Referral,2021-03-22,Open,
LEAD-00442,Partner Channel,2023-02-27,Open,
LEAD-00443,Partner Channel,2023-07-07,Disqualified,
LEAD-00444,Marketplace Inquiry,2024-01-21,Disqualified,
LEAD-00445,Referral,2023-10-04,Disqualified,
LEAD-00446,Partner Channel,2023-10-26,Disqualified,
LEAD-00447,Outbound Prospecting,2021-11-08,Disqualified,
LEAD-00448,Outbound Prospecting,2024-05-26,Disqualified,
LEAD-00449,Trade Show,2024-10-20,Disqualified,
LEAD-00450,Marketplace Inquiry,2022-04-07,Open,
LEAD-00451,Referral,2023-04-19,Open,
LEAD-00452,Outbound Prospecting,2022-05-11,Disqualified,
LEAD-00453,Outbound Prospecting,2023-06-26,Open,
LEAD-00454,Outbound Prospecting,2022-11-09,Disqualified,
LEAD-00455,Trade Show,2021-12-27,Disqualified,
LEAD-00456,Marketplace Inquiry,2024-09-15,Disqualified,
LEAD-00457,Referral,2022-11-17,Disqualified,
LEAD-00458,Outbound Prospecting,2021-09-15,Disqualified,
LEAD-00459,Partner Channel,2024-01-11,Open,
LEAD-00460,Marketplace Inquiry,2023-02-21,Disqualified,
LEAD-00461,Referral,2021-08-21,Disqualified,
LEAD-00462,Marketplace Inquiry,2023-01-21,Disqualified,
LEAD-00463,Partner Channel,2022-03-06,Disqualified,
LEAD-00464,Marketplace Inquiry,2022-08-04,Open,
LEAD-00465,Marketplace Inquiry,2022-06-07,Open,
LEAD-00466,Outbound Prospecting,2021-08-10,Disqualified,
LEAD-00467,Marketplace Inquiry,2023-07-06,Disqualified,
LEAD-00468,Marketplace Inquiry,2024-10-01,Disqualified,
LEAD-00469,Marketplace Inquiry,2022-03-12,Disqualified,
LEAD-00470,Marketplace Inquiry,2024-01-30,Disqualified,
LEAD-00471,Partner Channel,2022-01-30,Disqualified,
LEAD-00472,Referral,2022-04-22,Disqualified,
LEAD-00473,Outbound Prospecting,2024-10-20,Disqualified,
LEAD-00474,Marketplace Inquiry,2022-05-07,Disqualified,
LEAD-00475,Outbound Prospecting,2021-01-10,Disqualified,
LEAD-00476,Outbound Prospecting,2021-09-17,Disqualified,
LEAD-00477,Partner Channel,2022-02-06,Disqualified,
LEAD-00478,Marketplace Inquiry,2023-01-27,Disqualified,
LEAD-00479,Marketplace Inquiry,2024-04-14,Open,
LEAD-00480,Outbound Prospecting,2021-03-09,Disqualified,
LEAD-00481,Outbound Prospecting,2023-07-28,Disqualified,
LEAD-00482,Outbound Prospecting,2021-06-30,Disqualified,
LEAD-00483,Referral,2022-11-09,Open,
LEAD-00484,Marketplace Inquiry,2021-02-23,Disqualified,
LEAD-00485,Marketplace Inquiry,2023-10-27,Disqualified,
LEAD-00486,Outbound Prospecting,2023-12-10,Disqualified,
LEAD-00487,Outbound Prospecting,2023-02-21,Open,
LEAD-00488,Marketplace Inquiry,2023-01-25,Disqualified,
LEAD-00489,Marketplace Inquiry,2022-09-17,Disqualified,
LEAD-00490,Outbound Prospecting,2023-05-17,Disqualified,
LEAD-00491,Referral,2022-11-24,Disqualified,
LEAD-00492,Outbound Prospecting,2021-01-21,Disqualified,
LEAD-00493,Outbound Prospecting,2021-10-14,Disqualified,
LEAD-00494,Referral,2023-12-04,Disqualified,
LEAD-00495,Trade Show,2022-02-24,Disqualified,
LEAD-00496,Referral,2023-11-23,Disqualified,
LEAD-00497,Marketplace Inquiry,2022-06-19,Open,
LEAD-00498,Marketplace Inquiry,2021-01-20,Disqualified,
LEAD-00499,Outbound Prospecting,2021-05-25,Disqualified,
LEAD-00500,Marketplace Inquiry,2021-06-16,Disqualified,
LEAD-00501,Trade Show,2021-06-21,Open,
LEAD-00502,Trade Show,2022-02-26,Disqualified,
LEAD-00503,Referral,2021-04-21,Disqualified,
LEAD-00504,Marketplace Inquiry,2023-03-12,Disqualified,
LEAD-00505,Trade Show,2023-07-31,Open,
LEAD-00506,Trade Show,2023-10-07,Disqualified,
LEAD-00507,Outbound Prospecting,2021-07-19,Disqualified,
LEAD-00508,Partner Channel,2024-02-29,Disqualified,
LEAD-00509,Outbound Prospecting,2024-08-16,Disqualified,
LEAD-00510,Referral,2023-02-15,Disqualified,
LEAD-00511,Marketplace Inquiry,2024-09-02,Disqualified,
LEAD-00512,Marketplace Inquiry,2024-08-31,Open,
LEAD-00513,Marketplace Inquiry,2024-03-28,Disqualified,
LEAD-00514,Marketplace Inquiry,2023-09-21,Open,
LEAD-00515,Outbound Prospecting,2022-06-25,Disqualified,
LEAD-00516,Outbound Prospecting,2022-10-29,Disqualified,
LEAD-00517,Outbound Prospecting,2022-01-25,Open,
LEAD-00518,Referral,2022-05-26,Disqualified,
LEAD-00519,Marketplace Inquiry,2021-04-24,Disqualified,
LEAD-00520,Outbound Prospecting,2022-02-12,Disqualified,
LEAD-00521,Referral,2023-02-09,Disqualified,
LEAD-00522,Outbound Prospecting,2021-02-02,Disqualified,
LEAD-00523,Outbound Prospecting,2024-09-26,Disqualified,
LEAD-00524,Outbound Prospecting,2022-07-08,Disqualified,
LEAD-00525,Partner Channel,2021-12-31,Disqualified,
LEAD-00526,Outbound Prospecting,2022-05-04,Disqualified,
LEAD-00527,Outbound Prospecting,2021-04-26,Disqualified,
LEAD-00528,Marketplace Inquiry,2021-03-27,Disqualified,
LEAD-00529,Outbound Prospecting,2024-04-20,Disqualified,
LEAD-00530,Outbound Prospecting,2021-12-28,Disqualified,
LEAD-00531,Outbound Prospecting,2021-06-03,Disqualified,
LEAD-00532,Marketplace Inquiry,2022-07-22,Open,
LEAD-00533,Marketplace Inquiry,2021-11-16,Disqualified,
LEAD-00534,Referral,2022-07-19,Disqualified,
LEAD-00535,Marketplace Inquiry,2022-11-17,Open,
LEAD-00536,Partner Channel,2021-06-17,Disqualified,
LEAD-00537,Outbound Prospecting,2024-10-05,Disqualified,
LEAD-00538,Outbound Prospecting,2021-05-30,Open,
LEAD-00539,Marketplace Inquiry,2023-08-07,Disqualified,
LEAD-00540,Trade Show,2024-01-17,Disqualified,
LEAD-00541,Marketplace Inquiry,2021-02-27,Disqualified,
LEAD-00542,Marketplace Inquiry,2022-10-25,Disqualified,
LEAD-00543,Marketplace Inquiry,2024-04-20,Disqualified,
LEAD-00544,Marketplace Inquiry,2022-11-15,Open,
LEAD-00545,Referral,2022-07-15,Disqualified,
LEAD-00546,Partner Channel,2022-02-10,Disqualified,
LEAD-00547,Referral,2023-08-03,Disqualified,
LEAD-00548,Marketplace Inquiry,2024-09-13,Disqualified,
LEAD-00549,Referral,2022-07-22,Disqualified,
LEAD-00550,Marketplace Inquiry,2022-05-07,Open,
LEAD-00551,Marketplace Inquiry,2021-12-25,Disqualified,
LEAD-00552,Outbound Prospecting,2021-09-07,Disqualified,
LEAD-00553,Marketplace Inquiry,2024-02-24,Disqualified,
LEAD-00554,Referral,2023-11-30,Disqualified,
LEAD-00555,Outbound Prospecting,2023-02-21,Disqualified,
LEAD-00556,Outbound Prospecting,2024-05-09,Disqualified,
LEAD-00557,Outbound Prospecting,2022-04-17,Open,
LEAD-00558,Trade Show,2021-08-09,Disqualified,
LEAD-00559,Outbound Prospecting,2023-07-29,Disqualified,
LEAD-00560,Marketplace Inquiry,2024-06-10,Disqualified,
LEAD-00561,Outbound Prospecting,2022-10-30,Open,
LEAD-00562,Marketplace Inquiry,2021-03-04,Open,
LEAD-00563,Partner Channel,2023-12-12,Disqualified,
LEAD-00564,Outbound Prospecting,2022-08-26,Disqualified,
LEAD-00565,Marketplace Inquiry,2024-10-13,Disqualified,
LEAD-00566,Outbound Prospecting,2021-04-28,Disqualified,
LEAD-00567,Referral,2021-04-08,Disqualified,
LEAD-00568,Outbound Prospecting,2023-08-20,Disqualified,
LEAD-00569,Trade Show,2021-02-27,Open,
LEAD-00570,Outbound Prospecting,2021-09-15,Disqualified,
LEAD-00571,Marketplace Inquiry,2023-12-31,Disqualified,
LEAD-00572,Trade Show,2023-09-14,Disqualified,
LEAD-00573,Outbound Prospecting,2022-12-05,Disqualified,
LEAD-00574,Marketplace Inquiry,2021-04-29,Disqualified,
LEAD-00575,Marketplace Inquiry,2024-09-12,Disqualified,
LEAD-00576,Referral,2022-01-01,Disqualified,
LEAD-00577,Outbound Prospecting,2022-06-01,Disqualified,
LEAD-00578,Trade Show,2021-08-23,Disqualified,
LEAD-00579,Outbound Prospecting,2024-04-05,Open,
LEAD-00580,Marketplace Inquiry,2023-03-17,Disqualified,
LEAD-00581,Referral,2023-03-29,Disqualified,
LEAD-00582,Outbound Prospecting,2023-05-06,Disqualified,
LEAD-00583,Outbound Prospecting,2021-05-17,Disqualified,
LEAD-00584,Referral,2021-01-05,Disqualified,
LEAD-00585,Referral,2024-01-18,Open,
LEAD-00586,Partner Channel,2022-05-16,Disqualified,
LEAD-00587,Marketplace Inquiry,2024-09-06,Open,
LEAD-00588,Partner Channel,2022-05-26,Disqualified,
LEAD-00589,Trade Show,2023-09-14,Disqualified,
LEAD-00590,Trade Show,2022-03-09,Disqualified,
LEAD-00591,Referral,2022-10-03,Open,
LEAD-00592,Marketplace Inquiry,2022-03-27,Disqualified,
LEAD-00593,Referral,2022-07-17,Disqualified,
LEAD-00594,Marketplace Inquiry,2023-05-14,Disqualified,
LEAD-00595,Referral,2023-11-11,Disqualified,
LEAD-00596,Referral,2023-04-20,Disqualified,
LEAD-00597,Marketplace Inquiry,2024-04-22,Disqualified,
LEAD-00598,Outbound Prospecting,2021-06-26,Disqualified,
LEAD-00599,Outbound Prospecting,2024-10-18,Disqualified,
LEAD-00600,Outbound Prospecting,2022-03-08,Disqualified,
LEAD-00601,Partner Channel,2022-01-16,Disqualified,
LEAD-00602,Outbound Prospecting,2024-09-06,Disqualified,
LEAD-00603,Marketplace Inquiry,2022-02-11,Disqualified,
LEAD-00604,Referral,2022-09-01,Disqualified,
LEAD-00605,Outbound Prospecting,2021-07-23,Open,
LEAD-00606,Outbound Prospecting,2022-03-27,Disqualified,
LEAD-00607,Outbound Prospecting,2024-08-15,Disqualified,
LEAD-00608,Referral,2023-11-01,Disqualified,
LEAD-00609,Trade Show,2023-09-19,Disqualified,
LEAD-00610,Partner Channel,2022-07-22,Disqualified,
LEAD-00611,Referral,2021-10-15,Disqualified,
LEAD-00612,Marketplace Inquiry,2023-05-17,Open,
LEAD-00613,Outbound Prospecting,2024-03-27,Open,
LEAD-00614,Marketplace Inquiry,2022-12-14,Disqualified,
LEAD-00615,Outbound Prospecting,2022-08-01,Disqualified,
LEAD-00616,Marketplace Inquiry,2024-08-07,Disqualified,
LEAD-00617,Referral,2023-12-24,Disqualified,
LEAD-00618,Outbound Prospecting,2021-05-29,Disqualified,
LEAD-00619,Referral,2024-01-17,Open,
LEAD-00620,Outbound Prospecting,2022-06-27,Disqualified,
LEAD-00621,Referral,2024-03-01,Disqualified,
LEAD-00622,Outbound Prospecting,2021-05-28,Open,
LEAD-00623,Marketplace Inquiry,2024-10-12,Disqualified,
LEAD-00624,Outbound Prospecting,2024-01-21,Open,
LEAD-00625,Outbound Prospecting,2021-12-03,Open,
LEAD-00626,Referral,2021-07-17,Disqualified,
LEAD-00627,Outbound Prospecting,2024-03-19,Disqualified,
LEAD-00628,Referral,2021-02-22,Disqualified,
LEAD-00629,Referral,2023-07-23,Disqualified,
LEAD-00630,Outbound Prospecting,2023-07-11,Open,
LEAD-00631,Outbound Prospecting,2021-01-24,Disqualified,
LEAD-00632,Marketplace Inquiry,2022-08-25,Disqualified,
LEAD-00633,Outbound Prospecting,2023-04-08,Open,
LEAD-00634,Referral,2021-04-06,Disqualified,
LEAD-00635,Outbound Prospecting,2021-04-12,Disqualified,
LEAD-00636,Outbound Prospecting,2021-10-16,Disqualified,
LEAD-00637,Outbound Prospecting,2023-09-08,Disqualified,
LEAD-00638,Marketplace Inquiry,2021-12-21,Disqualified,
LEAD-00639,Marketplace Inquiry,2021-11-11,Disqualified,
LEAD-00640,Referral,2024-10-20,Disqualified,
LEAD-00641,Marketplace Inquiry,2023-07-12,Disqualified,
LEAD-00642,Marketplace Inquiry,2021-08-29,Disqualified,
LEAD-00643,Referral,2024-05-27,Disqualified,
LEAD-00644,Referral,2023-01-25,Open,
LEAD-00645,Partner Channel,2021-04-11,Disqualified,
LEAD-00646,Referral,2022-06-08,Disqualified,
LEAD-00647,Referral,2024-07-22,Disqualified,
LEAD-00648,Partner Channel,2023-08-25,Disqualified,
LEAD-00649,Trade Show,2022-07-05,Disqualified,
LEAD-00650,Outbound Prospecting,2022-03-24,Disqualified,
LEAD-00651,Referral,2022-08-26,Disqualified,
LEAD-00652,Referral,2023-03-03,Disqualified,
LEAD-00653,Outbound Prospecting,2021-09-04,Disqualified,
LEAD-00654,Referral,2021-03-31,Disqualified,
LEAD-00655,Referral,2022-06-21,Disqualified,
LEAD-00656,Outbound Prospecting,2023-09-02,Disqualified,
LEAD-00657,Trade Show,2024-10-17,Disqualified,
LEAD-00658,Marketplace Inquiry,2024-08-29,Disqualified,
LEAD-00659,Referral,2023-01-02,Open,
LEAD-00660,Marketplace Inquiry,2023-01-06,Disqualified,
LEAD-00661,Marketplace Inquiry,2023-06-10,Disqualified,
LEAD-00662,Outbound Prospecting,2023-04-18,Disqualified,
LEAD-00663,Referral,2024-09-02,Disqualified,
LEAD-00664,Referral,2021-02-02,Disqualified,
LEAD-00665,Partner Channel,2023-08-12,Disqualified,
LEAD-00666,Trade Show,2023-08-01,Disqualified,
LEAD-00667,Partner Channel,2024-03-15,Disqualified,
LEAD-00668,Marketplace Inquiry,2021-03-05,Disqualified,
LEAD-00669,Trade Show,2021-02-27,Disqualified,
LEAD-00670,Partner Channel,2021-05-28,Disqualified,
LEAD-00671,Marketplace Inquiry,2021-06-01,Open,
LEAD-00672,Trade Show,2024-01-20,Disqualified,
LEAD-00673,Marketplace Inquiry,2024-03-08,Disqualified,
LEAD-00674,Referral,2024-09-07,Disqualified,
LEAD-00675,Outbound Prospecting,2022-02-07,Disqualified,
LEAD-00676,Marketplace Inquiry,2022-05-05,Disqualified,
LEAD-00677,Marketplace Inquiry,2022-04-16,Open,
LEAD-00678,Partner Channel,2024-05-08,Disqualified,
LEAD-00679,Referral,2024-02-28,Disqualified,
LEAD-00680,Outbound Prospecting,2023-07-19,Disqualified,
LEAD-00681,Outbound Prospecting,2021-02-02,Disqualified,
LEAD-00682,Referral,2023-09-17,Disqualified,
LEAD-00683,Referral,2024-08-07,Disqualified,
LEAD-00684,Outbound Prospecting,2024-01-24,Disqualified,
LEAD-00685,Outbound Prospecting,2023-03-14,Disqualified,
LEAD-00686,Marketplace Inquiry,2021-09-07,Disqualified,
LEAD-00687,Referral,2022-12-07,Disqualified,
LEAD-00688,Trade Show,2023-07-26,Disqualified,
LEAD-00689,Marketplace Inquiry,2022-11-07,Disqualified,
LEAD-00690,Marketplace Inquiry,2021-05-08,Disqualified,
LEAD-00691,Outbound Prospecting,2023-10-13,Disqualified,
LEAD-00692,Marketplace Inquiry,2021-09-05,Disqualified,
LEAD-00693,Marketplace Inquiry,2023-11-28,Disqualified,
LEAD-00694,Referral,2023-10-30,Disqualified,
LEAD-00695,Outbound Prospecting,2023-06-10,Open,
LEAD-00696,Partner Channel,2021-06-16,Open,
LEAD-00697,Marketplace Inquiry,2022-07-05,Disqualified,
LEAD-00698,Partner Channel,2024-10-07,Disqualified,
LEAD-00699,Referral,2023-10-06,Disqualified,
LEAD-00700,Trade Show,2021-11-02,Disqualified,
LEAD-00701,Outbound Prospecting,2023-08-01,Disqualified,
LEAD-00702,Outbound Prospecting,2022-07-09,Disqualified,
LEAD-00703,Marketplace Inquiry,2023-08-27,Disqualified,
LEAD-00704,Referral,2022-12-26,Open,
LEAD-00705,Outbound Prospecting,2021-06-30,Open,
LEAD-00706,Outbound Prospecting,2021-09-17,Disqualified,
LEAD-00707,Outbound Prospecting,2022-06-02,Disqualified,
LEAD-00708,Marketplace Inquiry,2021-12-12,Disqualified,
LEAD-00709,Referral,2024-04-07,Disqualified,
LEAD-00710,Outbound Prospecting,2022-04-27,Open,
LEAD-00711,Marketplace Inquiry,2023-10-25,Disqualified,
LEAD-00712,Marketplace Inquiry,2021-08-13,Disqualified,
LEAD-00713,Marketplace Inquiry,2022-06-01,Disqualified,
LEAD-00714,Outbound Prospecting,2021-09-24,Disqualified,
LEAD-00715,Referral,2022-02-27,Disqualified,
LEAD-00716,Marketplace Inquiry,2024-08-09,Open,
LEAD-00717,Partner Channel,2021-10-17,Disqualified,
LEAD-00718,Marketplace Inquiry,2023-07-21,Disqualified,
LEAD-00719,Referral,2024-07-03,Disqualified,
LEAD-00720,Partner Channel,2024-04-06,Disqualified,
LEAD-00721,Outbound Prospecting,2021-06-22,Disqualified,
LEAD-00722,Outbound Prospecting,2022-03-04,Disqualified,
LEAD-00723,Marketplace Inquiry,2024-08-23,Disqualified,
LEAD-00724,Referral,2024-02-05,Open,
LEAD-00725,Trade Show,2023-11-15,Disqualified,
LEAD-00726,Partner Channel,2024-06-07,Open,
LEAD-00727,Partner Channel,2023-02-08,Disqualified,
LEAD-00728,Marketplace Inquiry,2022-06-08,Disqualified,
LEAD-00729,Partner Channel,2023-05-01,Open,
LEAD-00730,Outbound Prospecting,2022-09-16,Disqualified,
LEAD-00731,Marketplace Inquiry,2022-01-01,Disqualified,
LEAD-00732,Outbound Prospecting,2022-09-25,Open,
LEAD-00733,Partner Channel,2022-02-18,Disqualified,
LEAD-00734,Referral,2024-03-20,Disqualified,
LEAD-00735,Trade Show,2023-11-02,Disqualified,
LEAD-00736,Outbound Prospecting,2024-09-16,Disqualified,
LEAD-00737,Marketplace Inquiry,2024-04-12,Disqualified,
LEAD-00738,Outbound Prospecting,2021-10-15,Disqualified,
LEAD-00739,Outbound Prospecting,2021-01-31,Open,
LEAD-00740,Marketplace Inquiry,2021-12-14,Disqualified,
LEAD-00741,Marketplace Inquiry,2024-08-16,Disqualified,
LEAD-00742,Outbound Prospecting,2023-12-13,Disqualified,
LEAD-00743,Outbound Prospecting,2024-06-22,Disqualified,
LEAD-00744,Outbound Prospecting,2022-12-03,Disqualified,
LEAD-00745,Marketplace Inquiry,2022-01-22,Disqualified,
LEAD-00746,Outbound Prospecting,2021-12-12,Disqualified,
LEAD-00747,Partner Channel,2021-07-06,Disqualified,
LEAD-00748,Outbound Prospecting,2021-05-27,Disqualified,
LEAD-00749,Outbound Prospecting,2022-09-04,Disqualified,
LEAD-00750,Outbound Prospecting,2021-11-18,Disqualified,
LEAD-00751,Outbound Prospecting,2024-09-19,Disqualified,
LEAD-00752,Outbound Prospecting,2021-11-17,Disqualified,
LEAD-00753,Outbound Prospecting,2022-03-04,Disqualified,
LEAD-00754,Partner Channel,2024-05-07,Disqualified,
