customer_id,registration_date,region,acquisition_channel,marketing_opt_in
CUST-010691,2020-09-13,Central,Paid Ads,True
CUST-010692,2024-08-04,South,Email Campaign,True
CUST-010693,2020-12-08,North,Email Campaign,False
CUST-010694,2022-01-12,Central,Paid Ads,True
CUST-010695,2021-03-04,Central,Email Campaign,False
CUST-010696,2020-12-31,Central,Social Media,True
CUST-010697,2023-01-17,East,Referral,False
CUST-010698,2023-05-08,Central,Referral,True
CUST-010699,2022-11-20,Central,Paid Ads,True
CUST-010700,2022-04-01,North,Organic Search,False
CUST-010701,2023-02-15,North,Social Media,True
CUST-010702,2024-05-27,West,Organic Search,False
CUST-010703,2023-12-07,West,Referral,True
CUST-010704,2021-12-30,West,Paid Ads,True
CUST-010705,2024-11-17,Central,Organic Search,False
CUST-010706,2023-09-27,North,Organic Search,True
CUST-010707,2022-08-13,West,Social Media,False
CUST-010708,2022-11-30,Central,Referral,True
CUST-010709,2023-01-20,Central,Direct,True
CUST-010710,2022-08-03,Central,Direct,False
CUST-010711,2024-07-08,Central,Organic Search,True
CUST-010712,2024-01-22,West,Organic Search,True
CUST-010713,2023-06-01,West,Social Media,False
CUST-010714,2022-05-04,West,Social Media,True
CUST-010715,2024-05-24,North,Organic Search,True
CUST-010716,2024-05-15,North,Direct,False
CUST-010717,2023-07-05,West,Direct,True
CUST-010718,2024-08-27,East,Organic Search,True
CUST-010719,2024-07-10,Central,Organic Search,False
CUST-010720,2021-06-15,North,Paid Ads,True
CUST-010721,2024-05-05,Central,Paid Ads,False
CUST-010722,2022-02-01,North,Social Media,True
CUST-010723,2024-01-11,Central,Paid Ads,False
CUST-010724,2021-07-17,Central,Organic Search,False
CUST-010725,2024-07-11,West,Organic Search,False
CUST-010726,2020-07-20,Central,Referral,False
CUST-010727,2023-01-21,West,Organic Search,False
CUST-010728,2024-06-29,West,Referral,True
CUST-010729,2023-03-15,North,Organic Search,True
CUST-010730,2024-01-16,Central,Social Media,False
CUST-010731,2023-05-24,East,Paid Ads,False
CUST-010732,2024-07-20,Central,Social Media,True
CUST-010733,2020-12-10,East,Social Media,False
CUST-010734,2024-06-15,Central,Paid Ads,True
CUST-010735,2024-06-10,North,Paid Ads,True
CUST-010736,2024-03-18,East,Paid Ads,False
CUST-010737,2023-05-12,Central,Organic Search,True
CUST-010738,2024-11-01,North,Organic Search,False
CUST-010739,2024-05-26,North,Organic Search,True
CUST-010740,2021-01-05,South,Organic Search,True
CUST-010741,2024-04-28,Central,Referral,False
CUST-010742,2023-07-18,Central,Social Media,False
CUST-010743,2024-02-15,South,Organic Search,True
CUST-010744,2023-07-12,Central,Referral,True
CUST-010745,2021-05-16,South,Organic Search,True
CUST-010746,2024-06-12,East,Paid Ads,True
CUST-010747,2024-07-18,Central,Referral,True
CUST-010748,2021-05-24,Central,Social Media,True
CUST-010749,2023-08-08,Central,Organic Search,True
CUST-010750,2023-05-03,East,Direct,True
CUST-010751,2023-09-30,East,Organic Search,True
CUST-010752,2024-11-10,North,Organic Search,True
CUST-010753,2022-08-18,Central,Paid Ads,True
CUST-010754,2024-12-02,Central,Email Campaign,True
CUST-010755,2020-09-17,West,Social Media,False
CUST-010756,2022-12-16,Central,Social Media,True
CUST-010757,2022-03-13,North,Referral,True
CUST-010758,2024-09-28,Central,Paid Ads,False
CUST-010759,2021-09-01,North,Organic Search,True
CUST-010760,2024-10-27,North,Social Media,False
CUST-010761,2022-09-01,Central,Social Media,True
CUST-010762,2023-08-21,North,Organic Search,True
CUST-010763,2021-02-09,East,Social Media,False
CUST-010764,2024-09-21,Central,Organic Search,True
CUST-010765,2022-11-21,West,Email Campaign,True
CUST-010766,2024-07-07,Central,Paid Ads,False
CUST-010767,2023-01-22,South,Organic Search,False
CUST-010768,2022-08-14,Central,Paid Ads,True
CUST-010769,2022-11-12,Central,Referral,False
CUST-010770,2022-07-08,North,Referral,False
CUST-010771,2023-02-05,North,Referral,False
CUST-010772,2024-11-12,Central,Referral,True
CUST-010773,2021-08-12,South,Social Media,True
CUST-010774,2024-06-15,North,Organic Search,False
CUST-010775,2021-11-04,Central,Organic Search,False
CUST-010776,2022-06-11,Central,Email Campaign,False
CUST-010777,2024-09-20,Central,Referral,True
CUST-010778,2023-11-27,West,Organic Search,True
CUST-010779,2022-08-27,North,Organic Search,True
CUST-010780,2021-05-02,Central,Referral,True
CUST-010781,2021-07-03,North,Direct,False
CUST-010782,2022-10-10,East,Email Campaign,True
CUST-010783,2023-09-07,South,Referral,False
CUST-010784,2020-11-28,West,Paid Ads,False
CUST-010785,2020-07-18,West,Referral,False
CUST-010786,2022-06-30,East,Paid Ads,True
CUST-010787,2022-09-17,North,Social Media,True
CUST-010788,2024-02-18,West,Paid Ads,True
CUST-010789,2024-04-30,North,Referral,True
CUST-010790,2020-12-21,East,Paid Ads,True
CUST-010791,2022-09-27,West,Social Media,False
CUST-010792,2024-07-30,West,Organic Search,True
CUST-010793,2024-03-24,South,Email Campaign,True
CUST-010794,2021-12-11,North,Paid Ads,False
CUST-010795,2022-08-29,Central,Organic Search,True
CUST-010796,2023-12-18,East,Organic Search,True
CUST-010797,2022-10-03,Central,Organic Search,False
CUST-010798,2022-12-17,West,Paid Ads,True
CUST-010799,2021-11-12,East,Social Media,False
CUST-010800,2023-04-22,Central,Direct,False
CUST-010801,2022-11-02,North,Organic Search,True
CUST-010802,2022-12-14,East,Paid Ads,False
CUST-010803,2023-03-10,Central,Organic Search,False
CUST-010804,2023-10-05,Central,Referral,True
CUST-010805,2024-07-22,South,Social Media,True
CUST-010806,2024-10-01,South,Email Campaign,True
CUST-010807,2021-11-20,Central,Direct,True
CUST-010808,2023-01-30,North,Referral,True
CUST-010809,2023-12-13,South,Organic Search,True
CUST-010810,2022-11-09,Central,Email Campaign,False
CUST-010811,2024-03-05,South,Paid Ads,True
CUST-010812,2020-10-14,Central,Paid Ads,True
CUST-010813,2023-01-18,Central,Social Media,True
CUST-010814,2020-11-28,East,Paid Ads,True
CUST-010815,2023-03-15,East,Social Media,True
CUST-010816,2021-04-12,West,Social Media,True
CUST-010817,2024-02-24,Central,Direct,False
CUST-010818,2024-09-14,South,Organic Search,False
CUST-010819,2021-07-09,North,Email Campaign,False
CUST-010820,2022-06-29,Central,Social Media,True
CUST-010821,2021-11-30,Central,Direct,False
CUST-010822,2023-06-02,South,Email Campaign,False
CUST-010823,2022-04-19,East,Direct,True
CUST-010824,2021-01-11,East,Paid Ads,True
CUST-010825,2023-06-16,East,Social Media,False
CUST-010826,2020-10-11,East,Paid Ads,False
CUST-010827,2023-07-17,Central,Paid Ads,True
CUST-010828,2023-03-06,North,Email Campaign,True
CUST-010829,2024-10-08,South,Direct,False
CUST-010830,2024-08-10,South,Paid Ads,True
CUST-010831,2023-05-19,South,Paid Ads,False
CUST-010832,2024-01-01,East,Paid Ads,False
CUST-010833,2022-11-13,Central,Organic Search,True
CUST-010834,2022-10-10,East,Organic Search,True
CUST-010835,2022-07-28,Central,Social Media,True
CUST-010836,2023-02-01,East,Organic Search,True
CUST-010837,2024-06-16,Central,Email Campaign,True
CUST-010838,2024-10-24,East,Direct,True
CUST-010839,2023-11-19,Central,Organic Search,False
CUST-010840,2023-12-31,Central,Organic Search,True
CUST-010841,2024-09-03,Central,Email Campaign,False
CUST-010842,2023-10-15,West,Email Campaign,False
CUST-010843,2021-04-16,West,Email Campaign,True
CUST-010844,2021-07-08,Central,Organic Search,False
CUST-010845,2021-06-11,West,Paid Ads,False
CUST-010846,2023-08-09,Central,Social Media,False
CUST-010847,2021-01-11,West,Organic Search,True
CUST-010848,2021-12-18,Central,Referral,True
CUST-010849,2020-05-09,North,Paid Ads,False
CUST-010850,2022-08-20,East,Paid Ads,True
CUST-010851,2022-07-15,North,Referral,False
CUST-010852,2024-01-22,North,Paid Ads,True
CUST-010853,2023-11-04,North,Paid Ads,False
CUST-010854,2021-07-29,Central,Organic Search,True
CUST-010855,2020-12-15,South,Email Campaign,True
CUST-010856,2023-05-07,Central,Paid Ads,True
CUST-010857,2021-01-28,North,Email Campaign,True
CUST-010858,2024-01-09,Central,Referral,False
CUST-010859,2024-10-31,Central,Organic Search,True
CUST-010860,2022-08-12,Central,Organic Search,False
CUST-010861,2021-12-03,East,Email Campaign,True
CUST-010862,2023-08-11,West,Referral,True
CUST-010863,2021-10-03,South,Direct,True
CUST-010864,2023-01-18,Central,Organic Search,False
CUST-010865,2021-11-13,South,Referral,True
CUST-010866,2024-01-14,Central,Referral,True
CUST-010867,2022-06-26,East,Email Campaign,True
CUST-010868,2021-07-25,West,Organic Search,True
CUST-010869,2024-03-12,North,Paid Ads,True
CUST-010870,2023-01-31,Central,Social Media,True
CUST-010871,2020-03-21,West,Paid Ads,False
CUST-010872,2022-10-10,Central,Organic Search,True
CUST-010873,2024-06-03,Central,Paid Ads,False
CUST-010874,2023-02-25,North,Referral,False
CUST-010875,2024-10-24,West,Referral,False
CUST-010876,2023-02-22,Central,Paid Ads,False
CUST-010877,2024-12-01,East,Paid Ads,False
CUST-010878,2022-10-26,North,Paid Ads,True
CUST-010879,2024-10-24,North,Referral,True
CUST-010880,2024-07-04,East,Paid Ads,False
CUST-010881,2024-03-07,East,Referral,True
CUST-010882,2023-03-16,West,Social Media,True
CUST-010883,2023-10-10,West,Direct,True
CUST-010884,2024-02-06,South,Direct,True
CUST-010885,2024-04-03,Central,Social Media,True
CUST-010886,2024-01-11,South,Organic Search,True
CUST-010887,2022-02-04,West,Organic Search,False
CUST-010888,2023-05-05,South,Organic Search,True
CUST-010889,2024-04-06,West,Social Media,False
CUST-010890,2023-09-29,North,Organic Search,True
CUST-010891,2021-03-17,Central,Direct,True
CUST-010892,2023-12-15,South,Social Media,False
CUST-010893,2021-02-15,Central,Email Campaign,False
CUST-010894,2022-09-24,West,Paid Ads,True
CUST-010895,2021-04-13,East,Organic Search,False
CUST-010896,2023-11-14,Central,Organic Search,False
CUST-010897,2022-09-06,Central,Direct,True
CUST-010898,2021-07-25,North,Email Campaign,False
CUST-010899,2022-02-14,Central,Organic Search,False
CUST-010900,2024-02-05,East,Email Campaign,False
CUST-010901,2024-01-29,Central,Paid Ads,True
CUST-010902,2023-11-01,East,Paid Ads,False
CUST-010903,2023-01-02,West,Organic Search,True
CUST-010904,2024-06-27,West,Email Campaign,True
CUST-010905,2024-09-26,Central,Direct,True
CUST-010906,2023-01-08,West,Paid Ads,True
CUST-010907,2024-04-15,East,Paid Ads,False
CUST-010908,2024-11-22,South,Referral,True
CUST-010909,2022-03-11,East,Organic Search,False
CUST-010910,2024-08-05,East,Organic Search,False
CUST-010911,2023-05-03,Central,Referral,True
CUST-010912,2023-06-21,South,Organic Search,True
CUST-010913,2024-04-15,East,Direct,False
CUST-010914,2022-07-05,North,Referral,False
CUST-010915,2024-09-27,South,Organic Search,True
CUST-010916,2023-04-29,South,Organic Search,True
CUST-010917,2023-06-06,Central,Email Campaign,True
CUST-010918,2021-12-30,Central,Direct,False
CUST-010919,2021-09-20,South,Paid Ads,True
CUST-010920,2022-12-30,East,Organic Search,True
CUST-010921,2021-09-07,Central,Referral,True
CUST-010922,2022-10-07,East,Social Media,False
CUST-010923,2022-07-02,Central,Organic Search,True
CUST-010924,2024-10-15,South,Direct,True
CUST-010925,2024-02-19,North,Social Media,True
CUST-010926,2024-08-22,West,Email Campaign,True
CUST-010927,2021-05-21,South,Direct,True
CUST-010928,2023-03-11,North,Organic Search,True
CUST-010929,2023-05-10,South,Organic Search,False
CUST-010930,2022-11-11,North,Paid Ads,False
CUST-010931,2022-06-30,Central,Paid Ads,False
CUST-010932,2024-07-14,South,Organic Search,False
CUST-010933,2022-06-05,West,Email Campaign,False
CUST-010934,2023-10-04,South,Paid Ads,True
CUST-010935,2021-11-14,Central,Paid Ads,True
CUST-010936,2022-07-27,Central,Organic Search,True
CUST-010937,2023-07-04,South,Direct,False
CUST-010938,2024-10-24,North,Organic Search,True
CUST-010939,2023-03-23,North,Paid Ads,True
CUST-010940,2022-05-12,North,Paid Ads,True
CUST-010941,2022-03-30,East,Paid Ads,True
CUST-010942,2023-07-12,Central,Paid Ads,False
CUST-010943,2024-05-28,North,Paid Ads,False
CUST-010944,2023-09-24,North,Organic Search,False
CUST-010945,2024-09-03,Central,Direct,True
CUST-010946,2024-07-04,South,Paid Ads,False
CUST-010947,2022-10-27,North,Direct,True
CUST-010948,2021-09-13,Central,Social Media,False
CUST-010949,2023-07-18,East,Paid Ads,False
CUST-010950,2021-09-04,North,Social Media,True
CUST-010951,2024-08-24,West,Organic Search,False
CUST-010952,2023-03-24,Central,Paid Ads,False
CUST-010953,2023-08-16,West,Organic Search,True
CUST-010954,2024-04-26,Central,Referral,False
CUST-010955,2024-11-12,Central,Paid Ads,True
CUST-010956,2022-02-17,Central,Referral,True
CUST-010957,2020-06-26,Central,Email Campaign,True
CUST-010958,2021-06-10,Central,Social Media,True
CUST-010959,2023-12-17,Central,Referral,True
CUST-010960,2024-09-27,East,Paid Ads,False
CUST-010961,2024-02-21,Central,Organic Search,True
CUST-010962,2021-02-15,North,Organic Search,False
CUST-010963,2023-12-19,Central,Email Campaign,True
CUST-010964,2023-02-02,East,Direct,True
CUST-010965,2023-06-01,North,Referral,True
CUST-010966,2023-04-27,West,Organic Search,False
CUST-010967,2023-07-27,West,Paid Ads,False
CUST-010968,2022-02-27,Central,Organic Search,True
CUST-010969,2024-09-05,North,Social Media,True
CUST-010970,2024-05-22,Central,Paid Ads,True
CUST-010971,2022-03-01,North,Referral,True
CUST-010972,2022-09-15,Central,Paid Ads,False
CUST-010973,2024-03-18,South,Organic Search,True
CUST-010974,2022-01-08,East,Social Media,False
CUST-010975,2024-02-15,North,Referral,True
CUST-010976,2020-07-15,Central,Organic Search,False
CUST-010977,2021-02-20,South,Direct,False
CUST-010978,2024-10-06,South,Social Media,True
CUST-010979,2022-11-27,East,Paid Ads,True
CUST-010980,2024-01-26,Central,Social Media,True
CUST-010981,2023-07-15,West,Organic Search,True
CUST-010982,2023-02-13,East,Paid Ads,False
CUST-010983,2022-02-03,Central,Direct,True
CUST-010984,2024-03-04,East,Paid Ads,True
CUST-010985,2022-03-20,Central,Organic Search,False
CUST-010986,2024-11-15,East,Referral,True
CUST-010987,2023-11-11,South,Social Media,True
CUST-010988,2023-04-18,Central,Social Media,True
CUST-010989,2023-09-21,North,Email Campaign,False
CUST-010990,2024-01-03,Central,Organic Search,False
CUST-010991,2023-08-11,Central,Email Campaign,True
CUST-010992,2021-04-06,Central,Referral,False
CUST-010993,2022-06-20,South,Organic Search,False
CUST-010994,2023-07-30,North,Social Media,False
CUST-010995,2023-03-22,East,Referral,True
CUST-010996,2022-08-10,West,Organic Search,False
CUST-010997,2022-02-14,Central,Paid Ads,True
CUST-010998,2023-06-16,Central,Paid Ads,False
CUST-010999,2024-02-08,Central,Paid Ads,False
CUST-011000,2024-06-28,South,Paid Ads,True
CUST-011001,2023-10-15,North,Direct,False
CUST-011002,2021-09-24,East,Organic Search,True
CUST-011003,2024-03-17,Central,Paid Ads,True
CUST-011004,2023-05-21,East,Paid Ads,True
CUST-011005,2023-08-23,East,Organic Search,False
CUST-011006,2022-11-03,South,Paid Ads,True
CUST-011007,2023-02-09,West,Organic Search,False
CUST-011008,2023-05-21,North,Social Media,False
CUST-011009,2024-01-20,South,Paid Ads,False
CUST-011010,2023-04-30,East,Email Campaign,False
CUST-011011,2022-10-22,Central,Organic Search,True
CUST-011012,2024-08-17,East,Referral,True
CUST-011013,2024-04-12,Central,Organic Search,False
CUST-011014,2024-10-16,West,Organic Search,False
CUST-011015,2022-06-28,Central,Organic Search,True
CUST-011016,2023-03-24,North,Direct,False
CUST-011017,2023-10-28,South,Referral,True
CUST-011018,2022-10-20,Central,Social Media,True
CUST-011019,2022-07-04,East,Organic Search,True
CUST-011020,2022-05-19,Central,Referral,False
CUST-011021,2024-11-26,South,Paid Ads,False
CUST-011022,2022-07-25,North,Email Campaign,False
CUST-011023,2024-05-22,Central,Social Media,True
CUST-011024,2024-05-31,South,Paid Ads,False
CUST-011025,2024-11-14,Central,Organic Search,False
CUST-011026,2023-02-14,West,Paid Ads,True
CUST-011027,2021-08-10,North,Paid Ads,True
CUST-011028,2021-08-24,North,Direct,True
CUST-011029,2024-11-28,Central,Organic Search,False
CUST-011030,2024-01-01,East,Paid Ads,False
CUST-011031,2022-03-30,Central,Social Media,True
CUST-011032,2024-04-04,North,Referral,True
CUST-011033,2024-09-25,North,Referral,False
CUST-011034,2024-11-26,North,Paid Ads,False
CUST-011035,2022-11-07,Central,Paid Ads,False
CUST-011036,2021-10-28,Central,Social Media,True
CUST-011037,2021-09-26,West,Direct,True
CUST-011038,2022-08-24,North,Paid Ads,True
CUST-011039,2024-03-22,West,Referral,False
CUST-011040,2023-02-16,South,Social Media,False
CUST-011041,2024-08-06,South,Paid Ads,True
CUST-011042,2023-07-29,Central,Social Media,True
CUST-011043,2021-07-02,South,Referral,False
CUST-011044,2024-03-11,Central,Organic Search,False
CUST-011045,2023-10-30,Central,Email Campaign,False
CUST-011046,2020-11-30,East,Paid Ads,False
CUST-011047,2023-03-06,Central,Email Campaign,True
CUST-011048,2023-11-10,South,Email Campaign,False
CUST-011049,2021-04-27,South,Direct,False
CUST-011050,2022-04-28,Central,Social Media,True
CUST-011051,2023-11-07,South,Organic Search,True
CUST-011052,2021-11-10,East,Social Media,True
CUST-011053,2023-06-16,Central,Direct,True
CUST-011054,2023-12-02,West,Referral,True
CUST-011055,2021-05-13,South,Paid Ads,False
CUST-011056,2022-12-23,North,Paid Ads,True
CUST-011057,2022-08-10,East,Organic Search,False
CUST-011058,2022-06-13,West,Referral,False
CUST-011059,2024-02-01,Central,Social Media,True
CUST-011060,2021-12-12,South,Paid Ads,False
CUST-011061,2023-02-14,Central,Organic Search,True
CUST-011062,2024-11-11,South,Direct,False
CUST-011063,2023-06-14,North,Paid Ads,False
CUST-011064,2022-09-16,Central,Organic Search,True
CUST-011065,2022-03-29,West,Social Media,False
CUST-011066,2024-12-04,West,Referral,True
CUST-011067,2022-03-01,North,Paid Ads,False
CUST-011068,2021-12-27,Central,Organic Search,True
CUST-011069,2021-01-13,Central,Organic Search,False
CUST-011070,2024-11-24,North,Organic Search,True
CUST-011071,2023-05-26,East,Social Media,False
CUST-011072,2022-06-23,Central,Paid Ads,True
CUST-011073,2023-02-23,Central,Referral,True
CUST-011074,2022-11-16,East,Email Campaign,True
CUST-011075,2022-04-05,East,Organic Search,True
CUST-011076,2022-06-29,East,Organic Search,True
CUST-011077,2020-10-26,Central,Paid Ads,True
CUST-011078,2023-05-30,East,Social Media,False
CUST-011079,2024-03-08,South,Paid Ads,True
CUST-011080,2021-08-02,East,Social Media,False
CUST-011081,2021-04-07,North,Direct,True
CUST-011082,2024-09-17,East,Social Media,True
CUST-011083,2024-04-06,East,Paid Ads,True
CUST-011084,2023-04-21,Central,Direct,True
CUST-011085,2022-05-07,West,Direct,True
CUST-011086,2024-01-30,Central,Social Media,True
CUST-011087,2020-12-09,North,Organic Search,False
CUST-011088,2020-07-10,North,Organic Search,True
CUST-011089,2024-05-12,Central,Direct,False
CUST-011090,2024-04-03,East,Social Media,False
CUST-011091,2021-08-07,East,Email Campaign,False
CUST-011092,2024-11-13,North,Organic Search,False
CUST-011093,2022-06-20,Central,Direct,True
CUST-011094,2024-07-15,West,Referral,True
CUST-011095,2024-09-25,East,Organic Search,False
CUST-011096,2023-10-14,East,Paid Ads,False
CUST-011097,2023-07-23,North,Organic Search,True
CUST-011098,2024-07-13,Central,Organic Search,False
CUST-011099,2023-12-08,Central,Social Media,True
CUST-011100,2023-01-30,West,Organic Search,True
CUST-011101,2023-11-16,West,Referral,True
CUST-011102,2022-05-06,East,Organic Search,False
CUST-011103,2022-11-18,Central,Social Media,True
CUST-011104,2021-06-07,Central,Referral,True
CUST-011105,2022-11-04,North,Email Campaign,False
CUST-011106,2024-07-20,Central,Organic Search,False
CUST-011107,2023-05-17,South,Social Media,True
CUST-011108,2022-07-19,Central,Referral,False
CUST-011109,2021-07-22,East,Referral,True
CUST-011110,2023-11-30,South,Paid Ads,True
CUST-011111,2023-10-20,North,Paid Ads,True
CUST-011112,2024-11-16,Central,Referral,False
CUST-011113,2023-03-26,West,Referral,True
CUST-011114,2024-06-20,West,Paid Ads,False
CUST-011115,2023-08-30,South,Referral,False
CUST-011116,2023-06-25,North,Email Campaign,True
CUST-011117,2022-12-19,East,Referral,False
CUST-011118,2024-12-01,North,Paid Ads,True
CUST-011119,2022-06-04,South,Social Media,True
CUST-011120,2024-07-09,East,Organic Search,False
CUST-011121,2022-04-29,Central,Organic Search,False
CUST-011122,2022-12-06,Central,Social Media,True
CUST-011123,2022-09-27,East,Organic Search,True
CUST-011124,2024-11-30,Central,Social Media,True
CUST-011125,2020-08-21,South,Direct,True
CUST-011126,2023-08-01,East,Direct,True
CUST-011127,2023-05-07,North,Organic Search,True
CUST-011128,2021-05-13,Central,Paid Ads,True
CUST-011129,2024-05-08,West,Referral,False
CUST-011130,2022-05-03,West,Organic Search,False
CUST-011131,2021-08-14,South,Organic Search,True
CUST-011132,2020-06-02,West,Paid Ads,True
CUST-011133,2023-08-29,Central,Paid Ads,True
CUST-011134,2024-06-25,Central,Social Media,False
CUST-011135,2022-11-20,North,Referral,True
CUST-011136,2024-04-02,Central,Referral,False
CUST-011137,2023-09-04,South,Referral,True
CUST-011138,2022-03-07,West,Social Media,False
CUST-011139,2021-10-17,North,Paid Ads,False
CUST-011140,2022-08-24,West,Email Campaign,True
CUST-011141,2024-02-02,East,Social Media,False
CUST-011142,2021-08-10,West,Paid Ads,True
CUST-011143,2021-08-12,Central,Paid Ads,False
CUST-011144,2023-12-28,Central,Paid Ads,False
CUST-011145,2023-05-13,Central,Social Media,True
CUST-011146,2024-04-06,Central,Social Media,False
CUST-011147,2021-10-05,Central,Social Media,False
CUST-011148,2024-09-04,South,Organic Search,False
CUST-011149,2024-05-01,North,Paid Ads,False
CUST-011150,2020-03-25,Central,Organic Search,True
CUST-011151,2023-02-01,East,Organic Search,False
CUST-011152,2022-11-30,West,Referral,True
CUST-011153,2023-11-19,Central,Email Campaign,False
CUST-011154,2021-02-08,South,Paid Ads,True
CUST-011155,2024-06-12,South,Paid Ads,False
CUST-011156,2021-06-03,Central,Referral,False
CUST-011157,2023-08-16,Central,Organic Search,False
CUST-011158,2024-12-14,South,Organic Search,False
CUST-011159,2022-09-24,East,Paid Ads,True
CUST-011160,2022-09-22,East,Organic Search,True
CUST-011161,2023-05-10,West,Direct,True
CUST-011162,2024-10-13,North,Organic Search,True
CUST-011163,2023-07-23,South,Organic Search,False
CUST-011164,2020-10-19,West,Organic Search,False
CUST-011165,2024-10-16,West,Direct,False
CUST-011166,2023-06-26,South,Social Media,False
CUST-011167,2023-10-29,Central,Paid Ads,False
CUST-011168,2022-09-30,West,Referral,False
CUST-011169,2020-10-27,East,Email Campaign,False
CUST-011170,2023-03-17,West,Social Media,True
CUST-011171,2024-10-02,East,Email Campaign,True
CUST-011172,2020-08-23,Central,Referral,True
CUST-011173,2022-04-07,Central,Organic Search,True
CUST-011174,2021-10-08,North,Paid Ads,False
CUST-011175,2020-08-07,Central,Social Media,True
CUST-011176,2024-03-26,Central,Paid Ads,False
CUST-011177,2023-10-16,North,Direct,False
CUST-011178,2023-09-23,West,Paid Ads,False
CUST-011179,2024-10-24,North,Social Media,False
CUST-011180,2024-03-20,Central,Referral,True
CUST-011181,2023-11-13,North,Organic Search,False
CUST-011182,2022-08-02,South,Email Campaign,True
CUST-011183,2023-12-11,Central,Email Campaign,False
CUST-011184,2022-03-28,East,Referral,False
CUST-011185,2022-12-19,Central,Organic Search,True
CUST-011186,2024-02-12,Central,Direct,True
CUST-011187,2022-12-17,Central,Email Campaign,False
CUST-011188,2021-12-27,West,Paid Ads,True
CUST-011189,2022-04-26,East,Social Media,True
CUST-011190,2022-05-04,North,Email Campaign,False
CUST-011191,2021-02-18,West,Referral,True
CUST-011192,2024-05-17,North,Email Campaign,False
CUST-011193,2024-02-16,South,Referral,False
CUST-011194,2023-04-04,North,Social Media,True
CUST-011195,2024-11-02,East,Organic Search,True
CUST-011196,2022-05-14,North,Organic Search,True
CUST-011197,2021-03-22,East,Social Media,True
CUST-011198,2024-10-05,West,Organic Search,False
CUST-011199,2024-09-20,North,Email Campaign,True
CUST-011200,2024-07-09,Central,Referral,True
CUST-011201,2021-10-04,Central,Organic Search,False
CUST-011202,2023-05-18,South,Organic Search,True
CUST-011203,2021-10-12,East,Organic Search,True
CUST-011204,2021-11-08,Central,Direct,True
CUST-011205,2020-12-28,Central,Paid Ads,False
CUST-011206,2023-02-15,Central,Referral,False
CUST-011207,2023-04-06,North,Paid Ads,True
CUST-011208,2024-10-22,Central,Paid Ads,True
CUST-011209,2023-11-18,West,Organic Search,False
CUST-011210,2024-08-14,West,Organic Search,True
CUST-011211,2023-12-26,Central,Email Campaign,True
CUST-011212,2023-02-11,Central,Organic Search,True
CUST-011213,2021-10-17,Central,Paid Ads,True
CUST-011214,2021-12-07,South,Social Media,True
CUST-011215,2024-09-02,East,Paid Ads,False
CUST-011216,2021-07-24,West,Referral,False
CUST-011217,2020-08-11,West,Social Media,False
CUST-011218,2023-08-18,East,Organic Search,True
CUST-011219,2023-12-21,West,Social Media,True
CUST-011220,2023-12-31,West,Social Media,True
CUST-011221,2020-10-31,East,Social Media,True
CUST-011222,2021-12-07,West,Paid Ads,False
CUST-011223,2023-07-23,East,Social Media,True
CUST-011224,2023-05-08,Central,Social Media,False
CUST-011225,2022-02-04,North,Paid Ads,True
CUST-011226,2023-06-23,Central,Referral,True
CUST-011227,2023-02-04,Central,Social Media,True
CUST-011228,2024-03-10,West,Paid Ads,False
CUST-011229,2024-08-13,South,Direct,True
CUST-011230,2024-02-06,West,Email Campaign,False
CUST-011231,2023-02-03,Central,Paid Ads,True
CUST-011232,2022-01-12,Central,Organic Search,True
CUST-011233,2022-03-13,Central,Social Media,True
CUST-011234,2021-01-15,North,Organic Search,False
CUST-011235,2023-03-17,East,Paid Ads,True
CUST-011236,2024-03-08,Central,Organic Search,True
CUST-011237,2021-04-07,South,Paid Ads,True
CUST-011238,2024-04-14,East,Email Campaign,True
CUST-011239,2024-04-19,West,Social Media,False
CUST-011240,2023-09-18,East,Social Media,False
CUST-011241,2022-08-23,West,Organic Search,True
CUST-011242,2024-12-05,Central,Organic Search,True
CUST-011243,2024-03-06,West,Email Campaign,True
CUST-011244,2022-10-18,Central,Organic Search,False
CUST-011245,2023-09-21,Central,Organic Search,False
CUST-011246,2023-09-08,East,Paid Ads,True
CUST-011247,2021-05-03,Central,Paid Ads,False
CUST-011248,2021-05-06,North,Paid Ads,True
CUST-011249,2021-09-14,East,Organic Search,True
CUST-011250,2021-04-26,Central,Organic Search,False
CUST-011251,2022-09-08,North,Paid Ads,True
CUST-011252,2023-10-12,East,Organic Search,True
CUST-011253,2021-05-31,Central,Organic Search,True
CUST-011254,2023-04-15,East,Organic Search,True
CUST-011255,2022-07-18,West,Paid Ads,True
CUST-011256,2020-09-21,Central,Social Media,False
CUST-011257,2024-07-31,East,Social Media,True
CUST-011258,2021-06-20,Central,Social Media,True
CUST-011259,2024-11-13,East,Paid Ads,True
CUST-011260,2020-11-27,West,Paid Ads,False
CUST-011261,2024-04-24,Central,Organic Search,False
CUST-011262,2023-04-15,South,Organic Search,True
CUST-011263,2024-10-06,South,Paid Ads,True
CUST-011264,2020-11-23,South,Referral,False
CUST-011265,2024-08-07,North,Referral,True
CUST-011266,2020-03-29,West,Organic Search,False
CUST-011267,2024-11-24,North,Paid Ads,True
CUST-011268,2024-04-22,South,Organic Search,False
CUST-011269,2024-07-05,Central,Social Media,False
CUST-011270,2022-05-10,Central,Paid Ads,False
