customer_id,recency_days,frequency_180d,monetary_180d,n_categories_180d,return_rate_180d,late_delivery_rate_180d,avg_order_value,n_cases_180d,avg_csat_180d,registration_date,region,acquisition_channel,marketing_opt_in,tenure_days,churned,snapshot_date,acquisition_channel_code,region_code,R_score,F_score,M_score,RFM_score,churn_probability,churn_percentile,segment
CUST-008757,62,2,248.07999999999998,2,0.0,0.5,124.03999999999999,1.0,5.0,2023-06-28,East,Social Media,1,431,False,2024-09-01,5,1,2,2,2,6,0.35589775211897184,0.7539805021266985,Others
CUST-003016,55,2,111.94,2,0.0,0.0,55.97,0.0,3.8876804238639324,2020-06-25,Central,Paid Ads,1,1529,True,2024-09-01,3,0,2,2,1,5,0.35582385412436934,0.7539428614446494,Others
CUST-024477,11,2,92.99000000000001,2,0.0,0.0,46.495000000000005,0.0,3.8876804238639324,2023-09-19,North,Organic Search,1,348,True,2024-09-01,2,2,4,2,1,7,0.35580947896117976,0.7539052207626002,Others
CUST-016112,18,1,19.23,1,0.0,0.0,19.23,0.0,3.8876804238639324,2024-05-30,West,Paid Ads,1,94,True,2024-09-01,3,4,4,1,1,6,0.35579965533582236,0.7538675800805511,New
CUST-027175,139,2,77.8,2,0.0,0.0,38.9,0.0,3.8876804238639324,2023-11-06,East,Organic Search,0,300,True,2024-09-01,2,1,1,2,1,4,0.3557781139788501,0.7538299393985018,Others
CUST-035750,105,2,269.0,2,0.0,0.0,134.5,0.0,3.8876804238639324,2022-11-17,North,Organic Search,0,654,True,2024-09-01,2,2,1,2,2,5,0.3557765112125527,0.7537922987164527,Others
CUST-019876,5,2,94.22,2,0.0,0.0,47.11,0.0,3.8876804238639324,2022-05-17,North,Social Media,1,838,True,2024-09-01,5,2,5,2,1,8,0.35576567558730054,0.7537546580344036,Others
CUST-031677,61,2,111.58,2,0.0,0.0,55.79,0.0,3.8876804238639324,2024-03-04,North,Paid Ads,1,181,True,2024-09-01,3,2,2,2,1,5,0.3557570983280262,0.7537170173523544,Others
CUST-006220,13,2,117.63,2,0.0,0.0,58.815,0.0,3.8876804238639324,2021-06-12,West,Social Media,1,1177,True,2024-09-01,5,4,4,2,1,7,0.35575628396629055,0.7536793766703053,Others
CUST-032624,64,2,860.66,2,0.0,0.0,430.33,0.0,3.8876804238639324,2022-12-14,North,Organic Search,1,627,False,2024-09-01,2,2,2,2,3,7,0.3557173406913582,0.7536417359882561,Others
CUST-027161,44,2,134.36,2,0.0,0.0,67.18,0.0,3.8876804238639324,2022-09-10,North,Social Media,1,722,True,2024-09-01,5,2,3,2,2,7,0.3557035163948465,0.753604095306207,Others
CUST-026612,60,2,83.6,2,0.0,0.0,41.8,0.0,3.8876804238639324,2023-02-26,Central,Paid Ads,1,553,True,2024-09-01,3,0,2,2,1,5,0.3556961157587086,0.7535476342831332,Others
CUST-032626,66,2,83.4,2,0.0,0.0,41.7,0.0,3.8876804238639324,2023-02-27,Central,Paid Ads,1,552,False,2024-09-01,3,0,2,2,1,5,0.3556961157587086,0.7535476342831332,Others
CUST-023899,96,2,307.49,2,0.0,0.5,153.745,0.0,3.8876804238639324,2023-06-18,West,Email Campaign,1,441,False,2024-09-01,1,4,1,2,2,5,0.3556840094653453,0.7534911732600594,Others
CUST-011423,15,2,239.54000000000002,2,0.0,0.5,119.77000000000001,1.0,4.0,2022-08-02,South,Organic Search,1,761,False,2024-09-01,2,3,4,2,2,8,0.35561823648823604,0.7534535325780103,Others
CUST-003820,49,2,1902.0,1,0.0,0.0,951.0,0.0,3.8876804238639324,2021-10-09,Central,Organic Search,1,1058,True,2024-09-01,2,0,2,2,5,9,0.35558490185964353,0.7534158918959611,Others
CUST-011907,74,2,259.21000000000004,1,0.0,0.0,129.60500000000002,0.0,3.8876804238639324,2021-12-23,North,Organic Search,0,983,True,2024-09-01,2,2,2,2,2,6,0.3555389636047809,0.753378251213912,Others
CUST-003021,131,2,235.4,2,0.0,0.0,117.7,0.0,3.8876804238639324,2023-10-26,North,Organic Search,1,311,True,2024-09-01,2,2,1,2,2,5,0.3555303035681946,0.7533406105318629,Others
CUST-005721,47,2,211.68,2,0.0,0.0,105.84,0.0,3.8876804238639324,2023-12-22,Central,Organic Search,0,254,True,2024-09-01,2,0,2,2,2,6,0.3555165521518486,0.7533029698498137,Others
CUST-011325,55,2,115.57,2,0.0,0.0,57.785,0.0,3.8876804238639324,2023-01-17,West,Organic Search,1,593,False,2024-09-01,2,4,2,2,1,5,0.355500440543435,0.7532653291677646,Others
CUST-033827,60,2,185.49,2,0.0,0.0,92.745,0.0,3.8876804238639324,2022-11-16,North,Referral,0,655,False,2024-09-01,4,2,2,2,2,6,0.35548029464580444,0.7532276884857153,Others
CUST-020641,87,2,100.99000000000001,2,0.5,0.0,50.495000000000005,1.0,4.0,2022-11-22,East,Paid Ads,1,649,True,2024-09-01,3,1,1,2,1,4,0.35546271408380925,0.7531900478036662,Others
CUST-005132,2,2,99.69,2,0.5,0.0,49.845,1.0,4.0,2021-12-26,North,Paid Ads,1,980,True,2024-09-01,3,2,5,2,1,8,0.3554542715404067,0.753152407121617,Others
CUST-007264,3,2,132.83,2,0.0,0.0,66.415,0.0,3.8876804238639324,2023-02-10,West,Social Media,1,569,False,2024-09-01,5,4,5,2,2,9,0.35545394262488705,0.7531147664395679,Others
CUST-014187,6,2,1960.83,2,0.0,0.0,980.415,0.0,3.8876804238639324,2024-01-04,Central,Referral,1,241,False,2024-09-01,4,0,5,2,5,12,0.35544235436236743,0.7530771257575187,Others
CUST-008516,13,2,132.22,2,0.0,0.0,66.11,0.0,3.8876804238639324,2022-05-09,North,Organic Search,0,846,True,2024-09-01,2,2,4,2,2,8,0.3554420065457107,0.7530394850754696,Others
CUST-002153,123,2,133.3,2,0.0,0.0,66.65,0.0,3.8876804238639324,2023-12-29,Central,Referral,0,247,False,2024-09-01,4,0,1,2,2,5,0.355408871251656,0.7530018443934204,Others
CUST-019477,83,2,44.129999999999995,2,0.0,0.0,22.064999999999998,0.0,3.8876804238639324,2024-03-03,East,Direct,0,182,True,2024-09-01,0,1,1,2,1,4,0.3553980826049217,0.7529642037113713,Others
CUST-022529,88,2,97.93,2,0.0,0.0,48.965,0.0,3.8876804238639324,2020-05-04,Central,Organic Search,0,1581,True,2024-09-01,2,0,1,2,1,4,0.35538590848755347,0.752926563029322,Others
CUST-033606,29,2,241.57999999999998,2,0.0,0.5,120.78999999999999,0.0,3.8876804238639324,2022-01-30,East,Organic Search,1,945,False,2024-09-01,2,1,3,2,2,7,0.355382471619263,0.7528889223472729,Others
CUST-032603,7,2,55.79,2,0.0,0.0,27.895,0.0,3.8876804238639324,2022-06-14,South,Email Campaign,1,810,True,2024-09-01,1,3,5,2,1,8,0.35537780983523176,0.7528512816652237,Others
CUST-020206,39,2,45.16,2,0.0,0.0,22.58,0.0,3.8876804238639324,2023-12-19,North,Organic Search,1,257,False,2024-09-01,2,2,3,2,1,6,0.3553211636692165,0.7528136409831746,Others
CUST-026796,63,2,71.47999999999999,2,0.0,0.0,35.739999999999995,0.0,3.8876804238639324,2022-04-01,North,Social Media,1,884,False,2024-09-01,5,2,2,2,1,5,0.3553092621190569,0.7527760003011255,Others
CUST-017248,69,2,57.43,2,0.0,0.0,28.715,0.0,3.8876804238639324,2022-01-08,West,Referral,1,967,False,2024-09-01,4,4,2,2,1,5,0.3552955890440371,0.7527383596190763,Others
CUST-000616,50,2,182.82,2,0.0,0.0,91.41,0.0,3.8876804238639324,2022-05-16,North,Paid Ads,1,839,True,2024-09-01,3,2,2,2,2,6,0.3552874333063217,0.7527007189370272,Others
CUST-021381,52,2,494.11,2,0.0,0.0,247.055,1.0,4.0,2022-05-28,Central,Social Media,0,827,False,2024-09-01,5,0,2,2,3,7,0.3552829645659701,0.752663078254978,Others
CUST-026898,36,2,328.17,1,0.0,0.0,164.085,0.0,3.8876804238639324,2021-04-19,East,Direct,1,1231,False,2024-09-01,0,1,3,2,2,7,0.35527521622435004,0.7526254375729288,Others
CUST-032823,39,2,105.18,2,0.0,0.0,52.59,0.0,3.8876804238639324,2023-05-25,South,Organic Search,1,465,False,2024-09-01,2,3,3,2,1,6,0.3552676372933921,0.7525877968908796,Others
CUST-032317,69,2,88.71,1,0.0,0.0,44.355,0.0,3.8876804238639324,2022-08-05,North,Paid Ads,1,758,True,2024-09-01,3,2,2,2,1,5,0.3552612116669837,0.7525501562088305,Others
CUST-029389,38,2,1635.56,2,0.0,0.0,817.78,0.0,3.8876804238639324,2023-03-19,Central,Paid Ads,1,532,False,2024-09-01,3,0,3,2,4,9,0.3552550896162949,0.7525125155267813,Others
CUST-027649,72,2,100.06,2,0.0,0.5,50.03,0.0,3.8876804238639324,2023-11-08,East,Referral,0,298,False,2024-09-01,4,1,2,2,1,5,0.3552400373369419,0.7524748748447322,Others
CUST-003092,62,2,244.17000000000002,2,0.0,0.0,122.08500000000001,0.0,3.8876804238639324,2021-01-30,East,Paid Ads,1,1310,True,2024-09-01,3,1,2,2,2,6,0.3552236491612935,0.752437234162683,Others
CUST-004932,179,1,78.47,1,0.0,0.0,78.47,0.0,3.8876804238639324,2021-12-08,Central,Organic Search,0,998,True,2024-09-01,2,0,1,1,1,3,0.3551611293917666,0.7523995934806339,Others
CUST-031943,41,2,76.54,2,0.0,0.0,38.27,1.0,3.8876804238639324,2024-02-12,South,Social Media,1,202,False,2024-09-01,5,3,3,2,1,6,0.35515695904564304,0.7523619527985848,Others
CUST-027379,138,2,225.0,2,0.0,0.0,112.5,0.0,3.8876804238639324,2022-06-16,South,Paid Ads,0,808,True,2024-09-01,3,3,1,2,2,5,0.35510613025590254,0.7523243121165355,Others
CUST-012369,113,2,196.42000000000002,2,0.0,0.0,98.21000000000001,0.0,3.8876804238639324,2024-03-11,South,Social Media,0,174,True,2024-09-01,5,3,1,2,2,5,0.35509296913984045,0.7522866714344864,Others
CUST-011560,46,2,582.26,1,0.5,0.5,291.13,2.0,4.0,2022-11-28,East,Paid Ads,0,643,False,2024-09-01,3,1,2,2,3,7,0.35506643508467045,0.7522490307524372,Others
CUST-029087,135,2,117.10000000000001,2,0.0,0.0,58.550000000000004,0.0,3.8876804238639324,2023-07-28,Central,Referral,1,401,True,2024-09-01,4,0,1,2,1,4,0.3550590960343089,0.7522113900703881,Others
CUST-000762,58,2,1116.54,2,0.0,0.0,558.27,0.0,3.8876804238639324,2021-01-23,North,Organic Search,1,1317,True,2024-09-01,2,2,2,2,4,8,0.35505047504351633,0.7521737493883389,Others
CUST-007648,68,2,290.55,2,0.0,0.0,145.275,2.0,4.0,2024-01-08,East,Referral,0,237,True,2024-09-01,4,1,2,2,2,6,0.35504773476536405,0.7521361087062898,Others
CUST-011295,112,2,100.49000000000001,2,0.0,0.0,50.245000000000005,0.0,3.8876804238639324,2023-02-03,West,Organic Search,1,576,False,2024-09-01,2,4,1,2,1,4,0.3550455422403311,0.7520984680242406,Others
CUST-001559,44,2,82.55,1,0.0,0.0,41.275,0.0,3.8876804238639324,2022-10-12,North,Social Media,0,690,False,2024-09-01,5,2,3,2,1,6,0.3550348047660986,0.7520608273421915,Others
CUST-009114,43,2,92.02000000000001,2,0.0,0.0,46.010000000000005,0.0,3.8876804238639324,2023-08-01,West,Organic Search,1,397,True,2024-09-01,2,4,3,2,1,6,0.3550322224470064,0.7520231866601422,Others
CUST-004321,71,2,1035.98,2,0.0,0.5,517.99,1.0,4.0,2021-05-10,West,Organic Search,1,1210,False,2024-09-01,2,4,2,2,4,8,0.35501536645441834,0.7519855459780931,Others
CUST-022869,27,2,534.64,1,0.0,0.0,267.32,0.0,3.8876804238639324,2022-03-23,East,Organic Search,1,893,True,2024-09-01,2,1,3,2,3,8,0.3549942288222602,0.7519479052960439,Others
CUST-024075,138,3,227.01,3,0.0,0.33333333333333337,75.67,1.0,3.0,2024-02-05,West,Paid Ads,0,209,False,2024-09-01,3,4,1,3,2,6,0.35498173646162523,0.7519102646139948,Others
CUST-030044,141,2,272.92,2,0.0,0.0,136.46,0.0,3.8876804238639324,2022-01-03,North,Organic Search,0,972,False,2024-09-01,2,2,1,2,2,5,0.35493977008051997,0.7518726239319456,Others
CUST-028448,9,2,145.57,2,0.0,0.0,72.785,0.0,3.8876804238639324,2022-11-15,East,Paid Ads,1,656,False,2024-09-01,3,1,4,2,2,8,0.3549342434006041,0.7518349832498965,Others
CUST-033565,41,2,129.5,2,0.0,0.0,64.75,0.0,3.8876804238639324,2023-06-28,East,Referral,1,431,True,2024-09-01,4,1,3,2,1,6,0.3549293161825171,0.7517973425678474,Others
CUST-032225,14,2,456.12,2,0.0,0.0,228.06,0.0,3.8876804238639324,2023-10-30,Central,Social Media,1,307,False,2024-09-01,5,0,4,2,3,9,0.35492852775837136,0.7517597018857982,Others
CUST-032133,101,2,289.53,2,0.0,0.0,144.765,0.0,3.8876804238639324,2021-01-24,East,Paid Ads,0,1316,True,2024-09-01,3,1,1,2,2,5,0.3549084718439646,0.751722061203749,Others
CUST-011446,8,2,39.16,2,0.0,0.0,19.58,0.0,3.8876804238639324,2021-08-31,North,Referral,0,1097,True,2024-09-01,4,2,5,2,1,8,0.3549007589077938,0.7516844205216998,Others
CUST-026245,124,2,594.1,2,0.0,0.0,297.05,0.0,3.8876804238639324,2021-12-16,Central,Organic Search,1,990,False,2024-09-01,2,0,1,2,3,6,0.35489510010311587,0.7516467798396507,Others
CUST-032031,52,2,229.86,2,0.0,0.0,114.93,1.0,3.8876804238639324,2021-10-01,North,Paid Ads,1,1066,False,2024-09-01,3,2,2,2,2,6,0.35488967314093056,0.7516091391576015,Others
CUST-029094,104,2,90.85,1,0.0,0.0,45.425,0.0,3.8876804238639324,2023-05-20,Central,Paid Ads,0,470,False,2024-09-01,3,0,1,2,1,4,0.35485214186812125,0.7515714984755524,Others
CUST-023363,35,2,177.22,2,0.0,0.5,88.61,1.0,5.0,2021-11-10,North,Paid Ads,1,1026,True,2024-09-01,3,2,3,2,2,7,0.35481311708157187,0.7515338577935032,Others
CUST-011056,35,2,190.85999999999999,2,0.0,0.5,95.42999999999999,0.0,3.8876804238639324,2022-12-23,North,Paid Ads,1,618,False,2024-09-01,3,2,3,2,2,7,0.35478448496712983,0.7514962171114541,Others
CUST-022945,48,2,883.72,2,0.0,0.0,441.86,0.0,3.8876804238639324,2023-06-24,Central,Referral,1,435,False,2024-09-01,4,0,2,2,4,8,0.3547495152297797,0.751458576429405,Others
CUST-001808,84,2,42.37,2,0.0,0.0,21.185,1.0,5.0,2023-03-29,Central,Referral,1,522,False,2024-09-01,4,0,1,2,1,4,0.3547230051418783,0.7514209357473557,Others
CUST-025666,71,2,84.08,2,0.0,0.0,42.04,0.0,3.8876804238639324,2022-08-20,West,Paid Ads,0,743,True,2024-09-01,3,4,2,2,1,5,0.3547108563780495,0.7513832950653065,Others
CUST-029467,150,2,343.07000000000005,2,0.0,0.0,171.53500000000003,0.0,3.8876804238639324,2021-05-23,East,Organic Search,1,1197,False,2024-09-01,2,1,1,2,2,5,0.35470413207189877,0.7513456543832574,Others
CUST-003451,87,2,161.97,1,0.0,0.0,80.985,0.0,3.8876804238639324,2022-09-03,West,Email Campaign,1,729,False,2024-09-01,1,4,1,2,2,5,0.3546968368704152,0.7513080137012083,Others
CUST-031419,64,2,122.83999999999999,2,0.0,0.0,61.419999999999995,0.0,3.8876804238639324,2021-12-21,North,Email Campaign,0,985,False,2024-09-01,1,2,2,2,1,5,0.3546704849489193,0.7512703730191591,Others
CUST-022473,151,2,71.23,2,0.0,0.0,35.615,0.0,3.8876804238639324,2023-04-08,North,Organic Search,1,512,True,2024-09-01,2,2,1,2,1,4,0.354669879805814,0.75123273233711,Others
CUST-009328,5,2,101.28,2,0.0,0.0,50.64,0.0,3.8876804238639324,2022-03-23,West,Social Media,0,893,True,2024-09-01,5,4,5,2,1,8,0.3546595491882023,0.7511950916550608,Others
CUST-029122,145,2,73.84,2,0.0,0.0,36.92,0.0,3.8876804238639324,2024-03-21,West,Social Media,0,164,False,2024-09-01,5,4,1,2,1,4,0.35465314706212686,0.7511574509730117,Others
CUST-006111,40,2,121.34,2,0.0,0.0,60.67,0.0,3.8876804238639324,2023-01-30,Central,Social Media,1,580,False,2024-09-01,5,0,3,2,1,6,0.3546410368882177,0.7511198102909624,Others
CUST-035934,88,2,36.12,2,0.0,0.5,18.06,2.0,3.5,2023-03-30,East,Direct,0,521,False,2024-09-01,0,1,1,2,1,4,0.3546062496807038,0.7510821696089133,Others
CUST-015484,169,2,413.15999999999997,2,0.0,0.0,206.57999999999998,0.0,3.8876804238639324,2021-08-29,Central,Paid Ads,1,1099,False,2024-09-01,3,0,1,2,3,6,0.3545960926071389,0.7510445289268641,Others
CUST-017208,3,2,91.54,1,0.0,0.0,45.77,0.0,3.8876804238639324,2022-07-05,Central,Paid Ads,0,789,False,2024-09-01,3,0,5,2,1,8,0.3545932970058501,0.751006888244815,Others
CUST-031405,73,2,883.5600000000001,2,0.0,0.0,441.78000000000003,0.0,3.8876804238639324,2023-09-26,Central,Social Media,1,341,True,2024-09-01,5,0,2,2,4,8,0.3545924800108555,0.7509692475627658,Others
CUST-001467,20,2,103.08000000000001,2,0.0,0.0,51.540000000000006,0.0,3.8876804238639324,2021-10-24,Central,Organic Search,1,1043,False,2024-09-01,2,0,4,2,1,7,0.3545485415255168,0.7509316068807167,Others
CUST-011400,155,2,153.26,2,0.0,0.0,76.63,0.0,3.8876804238639324,2023-05-22,Central,Referral,1,468,False,2024-09-01,4,0,1,2,2,5,0.35454258032478925,0.7508939661986676,Others
CUST-026638,8,2,1106.97,2,0.0,0.0,553.485,0.0,3.8876804238639324,2022-09-18,West,Social Media,0,714,True,2024-09-01,5,4,4,2,4,10,0.35452711655785835,0.7508563255166184,Others
CUST-023064,5,2,329.57,2,0.0,0.0,164.785,0.0,3.8876804238639324,2021-11-15,West,Organic Search,1,1021,False,2024-09-01,2,4,5,2,2,9,0.35448878884054064,0.7508186848345691,Others
CUST-030170,94,2,1134.96,2,0.0,0.0,567.48,0.0,3.8876804238639324,2023-04-15,Central,Organic Search,1,505,False,2024-09-01,2,0,1,2,4,7,0.35447048404081416,0.75078104415252,Others
CUST-028318,45,2,979.55,2,0.0,0.0,489.775,0.0,3.8876804238639324,2023-09-08,East,Referral,0,359,True,2024-09-01,4,1,2,2,4,8,0.35444034085147474,0.7507434034704709,Others
CUST-016063,157,2,106.25,2,0.0,0.0,53.125,0.0,3.8876804238639324,2022-10-24,South,Paid Ads,1,678,False,2024-09-01,3,3,1,2,1,4,0.3544328465079202,0.7507057627884217,Others
CUST-026586,54,2,240.86,1,0.0,0.0,120.43,0.0,3.8876804238639324,2023-07-31,West,Organic Search,1,398,False,2024-09-01,2,4,2,2,2,6,0.35438787418741,0.7506681221063726,Others
CUST-024905,15,2,364.9,2,0.0,0.0,182.45,0.0,3.8876804238639324,2024-02-03,West,Social Media,1,211,False,2024-09-01,5,4,4,2,2,8,0.35436599461129764,0.7506304814243234,Others
CUST-011675,56,2,35.81,2,0.0,0.0,17.905,0.0,3.8876804238639324,2024-03-27,Central,Paid Ads,0,158,False,2024-09-01,3,0,2,2,1,5,0.354351968941803,0.7505928407422743,Others
CUST-029996,58,2,620.19,2,0.0,0.5,310.095,0.0,3.8876804238639324,2020-11-05,West,Email Campaign,1,1396,True,2024-09-01,1,4,2,2,3,7,0.3543389420381184,0.7505552000602251,Others
CUST-027445,83,2,82.94,2,0.0,0.0,41.47,0.0,3.8876804238639324,2023-08-09,North,Paid Ads,1,389,False,2024-09-01,3,2,1,2,1,4,0.3543336215734043,0.7505175593781759,Others
CUST-023051,25,2,1154.47,1,0.5,0.0,577.235,1.0,4.0,2023-02-20,East,Social Media,0,559,True,2024-09-01,5,1,3,2,4,9,0.35432896648468315,0.7504799186961267,Others
CUST-017286,42,2,67.59,2,0.5,0.0,33.795,1.0,5.0,2023-02-28,Central,Organic Search,1,551,True,2024-09-01,2,0,3,2,1,6,0.35431455528791445,0.7504422780140776,Others
CUST-006774,44,2,273.53,2,0.0,0.0,136.765,0.0,3.8876804238639324,2022-08-09,Central,Email Campaign,1,754,False,2024-09-01,1,0,3,2,2,7,0.35431409375137096,0.7504046373320284,Others
CUST-021768,38,1,1907.52,1,0.0,0.0,1907.52,0.0,3.8876804238639324,2024-06-10,North,Direct,0,83,True,2024-09-01,0,2,3,1,5,9,0.35431129330927597,0.7503669966499793,New
CUST-031104,12,2,240.54,2,0.0,0.0,120.27,0.0,3.8876804238639324,2021-10-26,East,Paid Ads,1,1041,False,2024-09-01,3,1,4,2,2,8,0.3543017591222336,0.7503293559679302,Others
CUST-013595,52,2,286.86,2,0.0,0.0,143.43,0.0,3.8876804238639324,2021-11-12,Central,Paid Ads,1,1024,False,2024-09-01,3,0,2,2,2,6,0.3542926820465865,0.750291715285881,Others
CUST-014496,59,2,285.68,2,0.0,0.0,142.84,0.0,3.8876804238639324,2023-03-11,North,Email Campaign,0,540,True,2024-09-01,1,2,2,2,2,6,0.35429195891384263,0.7502540746038319,Others
CUST-001654,41,1,145.76,1,1.0,0.0,145.76,1.0,5.0,2021-10-08,North,Direct,1,1059,True,2024-09-01,0,2,3,1,2,6,0.35424258975100226,0.7502164339217826,Others
CUST-014553,168,2,2299.35,2,0.0,0.0,1149.675,0.0,3.8876804238639324,2022-09-23,West,Paid Ads,0,709,True,2024-09-01,3,4,1,2,5,8,0.3542420373702083,0.7501787932397335,Others
CUST-018497,85,2,865.41,2,0.0,0.0,432.705,0.0,3.8876804238639324,2024-01-29,East,Email Campaign,0,216,False,2024-09-01,1,1,1,2,3,6,0.35421738489373206,0.7501411525576843,Others
CUST-021737,18,2,97.47,2,0.0,0.0,48.735,0.0,3.8876804238639324,2022-06-26,North,Social Media,1,798,True,2024-09-01,5,2,4,2,1,7,0.35417120914744527,0.7501035118756352,Others
CUST-027744,23,2,1117.7199999999998,2,0.0,0.0,558.8599999999999,0.0,3.8876804238639324,2023-03-04,West,Social Media,1,547,True,2024-09-01,5,4,3,2,4,9,0.3541708174032868,0.750065871193586,Others
CUST-005697,41,2,298.20000000000005,2,0.0,0.0,149.10000000000002,0.0,3.8876804238639324,2022-01-11,Central,Organic Search,1,964,False,2024-09-01,2,0,3,2,2,7,0.354164516353147,0.7500282305115369,Others
CUST-022036,67,2,188.41,2,0.5,0.5,94.205,2.0,4.0,2020-12-27,South,Referral,1,1344,False,2024-09-01,4,3,2,2,2,6,0.35415661105282914,0.7499905898294877,Others
CUST-003625,54,2,124.66000000000001,2,0.0,0.0,62.330000000000005,0.0,3.8876804238639324,2021-10-28,Central,Organic Search,0,1039,False,2024-09-01,2,0,2,2,1,5,0.35414234608071893,0.7499529491474386,Others
CUST-027949,86,2,376.88,1,0.0,0.0,188.44,0.0,3.8876804238639324,2022-01-08,East,Paid Ads,0,967,False,2024-09-01,3,1,1,2,2,5,0.3541245227173866,0.7499153084653893,Others
CUST-016563,1,2,1280.3500000000001,2,0.0,0.0,640.1750000000001,0.0,3.8876804238639324,2023-12-05,West,Social Media,1,271,True,2024-09-01,5,4,5,2,4,11,0.35412424280831145,0.7498776677833402,Others
CUST-008962,54,2,64.75999999999999,1,0.0,0.0,32.379999999999995,0.0,3.8876804238639324,2024-03-31,North,Email Campaign,0,154,True,2024-09-01,1,2,2,2,1,5,0.35411896245291513,0.749840027101291,Others
CUST-022762,58,2,98.03999999999999,2,0.0,0.5,49.019999999999996,1.0,4.0,2024-03-17,Central,Paid Ads,0,168,True,2024-09-01,3,0,2,2,1,5,0.3540451062227264,0.7498023864192419,Others
CUST-022127,47,2,37.42,1,0.0,0.0,18.71,0.0,3.8876804238639324,2023-01-09,West,Email Campaign,0,601,False,2024-09-01,1,4,2,2,1,5,0.35402214362953904,0.7497647457371928,Others
CUST-035104,42,2,277.24,2,0.0,0.0,138.62,0.0,3.8876804238639324,2022-12-10,Central,Paid Ads,1,631,False,2024-09-01,3,0,3,2,2,7,0.35399865659845087,0.7497271050551436,Others
CUST-003362,54,2,266.08,2,0.0,0.0,133.04,0.0,3.8876804238639324,2021-06-14,Central,Organic Search,1,1175,True,2024-09-01,2,0,2,2,2,6,0.35398885964750915,0.7496894643730945,Others
CUST-005174,143,2,1327.8200000000002,2,0.0,0.0,663.9100000000001,0.0,3.8876804238639324,2023-11-09,East,Direct,1,297,False,2024-09-01,0,1,1,2,4,7,0.353974664899298,0.7496518236910453,Others
CUST-010195,69,2,104.59,2,0.0,0.5,52.295,0.0,3.8876804238639324,2022-12-20,West,Paid Ads,0,621,False,2024-09-01,3,4,2,2,1,5,0.35396706835084146,0.7496141830089961,Others
CUST-001439,109,2,259.96,2,0.0,0.0,129.98,0.0,3.8876804238639324,2022-03-10,Central,Referral,1,906,True,2024-09-01,4,0,1,2,2,5,0.3539441203456477,0.7495765423269469,Others
CUST-009983,11,2,292.73,2,0.0,0.0,146.365,0.0,3.8876804238639324,2023-06-26,North,Email Campaign,0,433,False,2024-09-01,1,2,4,2,2,8,0.35393451877582394,0.7495389016448978,Others
CUST-009643,57,2,380.11,2,0.5,0.0,190.055,1.0,3.0,2022-12-31,Central,Paid Ads,1,610,True,2024-09-01,3,0,2,2,2,6,0.35392319115426624,0.7495012609628486,Others
CUST-012092,11,2,359.26,2,0.0,0.0,179.63,0.0,3.8876804238639324,2023-01-20,North,Paid Ads,1,590,True,2024-09-01,3,2,4,2,2,8,0.3539026020877451,0.7494636202807995,Others
CUST-006834,121,2,1096.17,2,0.0,0.0,548.085,0.0,3.8876804238639324,2023-08-04,West,Paid Ads,0,394,True,2024-09-01,3,4,1,2,4,7,0.3538774350627428,0.7494259795987503,Others
CUST-000006,146,2,498.73,2,0.0,0.0,249.365,0.0,3.8876804238639324,2020-09-18,Central,Organic Search,1,1444,False,2024-09-01,2,0,1,2,3,6,0.35386995525814474,0.7493883389167012,Others
CUST-022367,86,2,89.04,2,0.0,0.5,44.52,1.0,3.0,2021-02-11,South,Social Media,0,1298,True,2024-09-01,5,3,1,2,1,4,0.35385008543096974,0.7493506982346521,Others
CUST-031689,52,2,132.83,2,0.0,0.0,66.415,0.0,3.8876804238639324,2020-10-04,Central,Social Media,1,1428,True,2024-09-01,5,0,2,2,2,6,0.35381143905032464,0.7493130575526028,Others
CUST-032913,102,2,85.78999999999999,2,0.0,0.0,42.894999999999996,0.0,3.8876804238639324,2022-01-13,North,Paid Ads,1,962,False,2024-09-01,3,2,1,2,1,4,0.3537895872420472,0.7492754168705537,Others
CUST-033524,53,2,794.03,2,0.0,0.0,397.015,0.0,3.8876804238639324,2023-12-22,North,Organic Search,1,254,False,2024-09-01,2,2,2,2,3,7,0.3537762910041975,0.7492377761885045,Others
CUST-005683,5,2,321.82000000000005,2,0.0,0.0,160.91000000000003,0.0,3.8876804238639324,2023-09-03,North,Paid Ads,1,364,True,2024-09-01,3,2,5,2,2,9,0.3537746569194874,0.7492001355064554,Others
CUST-021307,64,2,762.3,2,0.0,0.5,381.15,0.0,3.8876804238639324,2023-07-11,North,Social Media,1,418,False,2024-09-01,5,2,2,2,3,7,0.3537513959960751,0.7491624948244062,Others
CUST-020016,57,2,204.63,2,0.0,0.0,102.315,0.0,3.8876804238639324,2022-03-12,West,Direct,1,904,True,2024-09-01,0,4,2,2,2,6,0.35370651979671586,0.7491248541423571,Others
CUST-002331,119,2,311.33,2,0.0,0.0,155.665,0.0,3.8876804238639324,2024-03-01,East,Social Media,1,184,False,2024-09-01,5,1,1,2,2,5,0.3536866439734248,0.7490872134603079,Others
CUST-030052,147,2,255.01999999999998,2,0.0,0.0,127.50999999999999,1.0,5.0,2021-10-05,North,Social Media,1,1062,True,2024-09-01,5,2,1,2,2,5,0.3536706106832473,0.7490495727782588,Others
